X0,DA-1d,DA-2d,DA-7d,DA_avg,DA_min,DA_max,DA_last,FL,FW,FS,DayAhead
1,29.06,36.47,40.41,33.64458333333334,23.55,43.97,23.55,46.789,11.136,0.0,31.2
1,23.55,32.43,33.96,33.64458333333334,23.55,43.97,23.55,43.29775,10.78725,0.0,23.78
1,19.71,32.46,27.66,21.905,12.89,42.97,23.78,40.39575,10.568,0.0,23.09
1,18.94,28.53,26.68,21.905,12.89,42.97,23.78,38.873,9.7635,0.0,19.6
1,19.03,32.21,26.82,21.905,12.89,42.97,23.78,38.2845,8.962,0.0,19.78
1,19.21,30.35,26.02,21.905,12.89,42.97,23.78,38.87675,8.38375,0.0,19.47
1,19.45,29.95,25.84,21.905,12.89,42.97,23.78,40.53025,8.048,0.0,19.64
1,19.01,31.01,28.25,21.905,12.89,42.97,23.78,45.037,7.9395,0.0,26.14
1,19.03,32.88,42.17,21.905,12.89,42.97,23.78,54.7155,8.08225,0.0005,40.73
1,19.52,36.0,52.0,21.905,12.89,42.97,23.78,61.1265,8.16275,0.1975,49.15
1,20.82,42.9,55.07,21.905,12.89,42.97,23.78,63.385,7.6885,2.76125,49.88
1,20.62,43.97,53.01,21.905,12.89,42.97,23.78,64.03975,6.557,8.23575,42.0
1,20.2,42.92,51.56,21.905,12.89,42.97,23.78,65.0475,5.6525,14.438,32.23
1,19.99,39.13,49.08,21.905,12.89,42.97,23.78,66.16525,5.53225,19.02675,28.06
1,16.5,29.42,42.17,21.905,12.89,42.97,23.78,65.41675,5.69175,21.438,26.4
1,13.19,27.31,40.4,21.905,12.89,42.97,23.78,64.94425,6.017,21.54225,26.35
1,12.89,28.03,38.84,21.905,12.89,42.97,23.78,63.4005,6.218,19.237,27.33
1,13.1,28.94,40.97,21.905,12.89,42.97,23.78,62.32975,6.33175,14.87425,29.08
1,16.57,31.62,41.38,21.905,12.89,42.97,23.78,60.4935,6.3925,9.03925,32.65
1,23.35,36.14,44.61,21.905,12.89,42.97,23.78,60.572,6.253,3.3455,47.01
1,35.23,42.97,45.1,21.905,12.89,42.97,23.78,61.74875,6.4455,0.33925,53.33
1,42.97,42.99,51.75,21.905,12.89,42.97,23.78,64.5535,7.2435,0.0,66.87
1,32.28,35.06,45.45,21.905,12.89,42.97,23.78,61.639,7.799,0.0,51.61
1,29.13,30.07,33.26,21.905,12.89,42.97,23.78,57.277,7.908,0.0,41.51
1,31.2,29.06,28.06,21.905,12.89,42.97,23.78,52.896,7.689,0.0,32.72
